route_id,service_id,trip_id,trip_headsign,block_id
111-125,JAN12-MINJAN12-Weekday-11,19684002-JAN12-MINJAN12-Weekday-11,"Carleton",2566401
111-125,JAN12-MINJAN12-Weekday-11,19684003-JAN12-MINJAN12-Weekday-11,"Carleton",2565968
111-125,JAN12-MINJAN12-Weekday-11,19684004-JAN12-MINJAN12-Weekday-11,"Carleton",2566002
111-125,JAN12-MINJAN12-Weekday-11,19684005-JAN12-MINJAN12-Weekday-11,"Carleton",2566154
111-125,JAN12-MINJAN12-Weekday-11,19684006-JAN12-MINJAN12-Weekday-11,"Carleton",2565753
111-125,JAN12-MINJAN12-Weekday-11,19684007-JAN12-MINJAN12-Weekday-11,"Carleton",2565609
111-125,JAN12-MINJAN12-Weekday-11,19684008-JAN12-MINJAN12-Weekday-11,"Carleton",2565880
111-125,JAN12-MINJAN12-Weekday-11,19684009-JAN12-MINJAN12-Weekday-11,"Carleton",2566449
111-125,JAN12-MINJAN12-Weekday-11,19684010-JAN12-MINJAN12-Weekday-11,"Carleton",2566053
111-125,JAN12-MINJAN12-Weekday-11,19684011-JAN12-MINJAN12-Weekday-11,"Carleton",2565887
111-125,JAN12-MINJAN12-Weekday-11,19684012-JAN12-MINJAN12-Weekday-11,"Carleton",2566087
111-125,JAN12-MINJAN12-Weekday-11,19684013-JAN12-MINJAN12-Weekday-11,"Carleton",2565531
111-125,JAN12-MINJAN12-Weekday-11,19684014-JAN12-MINJAN12-Weekday-11,"Carleton",2565678
111-125,JAN12-MINJAN12-Weekday-11,19684015-JAN12-MINJAN12-Weekday-11,"Carleton",2566154
111-125,JAN12-MINJAN12-Weekday-11,19684016-JAN12-MINJAN12-Weekday-11,"Carleton",2565926
111-125,JAN12-MINJAN12-Weekday-11,19684017-JAN12-MINJAN12-Weekday-11,"Carleton",2565880
111-125,JAN12-MINJAN12-Weekday-11,19684018-JAN12-MINJAN12-Weekday-11,"Carleton",2565609
111-125,JAN12-MINJAN12-Weekday-11,19684019-JAN12-MINJAN12-Weekday-11,"Carleton",2566053
111-125,JAN12-MINJAN12-Weekday-11,19684020-JAN12-MINJAN12-Weekday-11,"Carleton",2566449
111-125,JAN12-MINJAN12-Weekday-11,19684021-JAN12-MINJAN12-Weekday-11,"Carleton",2565531
111-125,JAN12-MINJAN12-Weekday-11,19684022-JAN12-MINJAN12-Weekday-11,"Carleton",2566087
111-125,JAN12-MINJAN12-Weekday-11,19684023-JAN12-MINJAN12-Weekday-11,"Carleton",2566154
111-125,JAN12-MINJAN12-Weekday-11,19684024-JAN12-MINJAN12-Weekday-11,"Carleton",2565678
111-125,JAN12-MINJAN12-Weekday-11,19684025-JAN12-MINJAN12-Weekday-11,"Carleton",2565609
111-125,JAN12-MINJAN12-Weekday-11,19684026-JAN12-MINJAN12-Weekday-11,"Carleton",2565880
111-125,JAN12-MINJAN12-Weekday-11,19684027-JAN12-MINJAN12-Weekday-11,"Carleton",2566449
111-125,JAN12-MINJAN12-Weekday-11,19684028-JAN12-MINJAN12-Weekday-11,"Carleton",2566053
111-125,JAN12-MINJAN12-Weekday-11,19684029-JAN12-MINJAN12-Weekday-11,"Carleton",2566087
111-125,JAN12-MINJAN12-Weekday-11,19684030-JAN12-MINJAN12-Weekday-11,"Carleton",2568419
111-125,JAN12-MINJAN12-Weekday-11,19684031-JAN12-MINJAN12-Weekday-11,"Carleton",2563582
111-125,JAN12-MINJAN12-Weekday-11,19684032-JAN12-MINJAN12-Weekday-11,"Carleton",2566154
111-125,JAN12-MINJAN12-Weekday-11,19684033-JAN12-MINJAN12-Weekday-11,"Carleton",2565526
111-125,JAN12-MINJAN12-Weekday-11,19684034-JAN12-MINJAN12-Weekday-11,"Carleton",2567950
111-125,JAN12-MINJAN12-Weekday-11,19684035-JAN12-MINJAN12-Weekday-11,"Carleton",2567966
111-125,JAN12-MINJAN12-Weekday-11,19684036-JAN12-MINJAN12-Weekday-11,"Carleton",2566103
111-125,JAN12-MINJAN12-Weekday-11,19684037-JAN12-MINJAN12-Weekday-11,"Carleton",2565801
111-125,JAN12-MINJAN12-Weekday-11,19684038-JAN12-MINJAN12-Weekday-11,"Carleton",2565994
111-125,JAN12-MINJAN12-Weekday-11,19684039-JAN12-MINJAN12-Weekday-11,"Carleton",2566154
111-125,JAN12-MINJAN12-Weekday-11,19684040-JAN12-MINJAN12-Weekday-11,"Carleton",2563582
111-125,JAN12-MINJAN12-Weekday-11,19684041-JAN12-MINJAN12-Weekday-11,"Carleton",2566002
111-125,JAN12-MINJAN12-Weekday-11,19684042-JAN12-MINJAN12-Weekday-11,"Carleton",2566173
111-125,JAN12-MINJAN12-Weekday-11,19684043-JAN12-MINJAN12-Weekday-11,"Carleton",2565854
111-125,JAN12-MINJAN12-Weekday-11,19684044-JAN12-MINJAN12-Weekday-11,"Carleton",2567950
111-125,JAN12-MINJAN12-Weekday-11,19684045-JAN12-MINJAN12-Weekday-11,"Carleton",2567999
111-125,JAN12-MINJAN12-Weekday-11,19684046-JAN12-MINJAN12-Weekday-11,"Carleton",2567950
111-125,JAN12-MINJAN12-Weekday-11,19684047-JAN12-MINJAN12-Weekday-11,"Carleton",2566449
111-125,JAN12-MINJAN12-Weekday-11,19684048-JAN12-MINJAN12-Weekday-11,"Carleton",2565907
111-125,JAN12-MINJAN12-Weekday-11,19684049-JAN12-MINJAN12-Weekday-11,"Carleton",2565880
111-125,JAN12-MINJAN12-Weekday-11,19684050-JAN12-MINJAN12-Weekday-11,"Carleton",2565996
111-125,JAN12-MINJAN12-Weekday-11,19684051-JAN12-MINJAN12-Weekday-11,"Carleton",2565609
111-125,JAN12-MINJAN12-Weekday-11,19684052-JAN12-MINJAN12-Weekday-11,"Baseline",2566053
111-125,JAN12-MINJAN12-Weekday-11,19684053-JAN12-MINJAN12-Weekday-11,"Baseline",2566449
111-125,JAN12-MINJAN12-Weekday-11,19684054-JAN12-MINJAN12-Weekday-11,"Baseline",2566087
111-125,JAN12-MINJAN12-Weekday-11,19684055-JAN12-MINJAN12-Weekday-11,"Baseline",2565825
111-125,JAN12-MINJAN12-Weekday-11,19684056-JAN12-MINJAN12-Weekday-11,"Baseline",2567940
111-125,JAN12-MINJAN12-Weekday-11,19684057-JAN12-MINJAN12-Weekday-11,"Baseline",2563582
111-125,JAN12-MINJAN12-Weekday-11,19684058-JAN12-MINJAN12-Weekday-11,"Baseline",2565678
111-125,JAN12-MINJAN12-Weekday-11,19684059-JAN12-MINJAN12-Weekday-11,"Baseline",2565531
111-125,JAN12-MINJAN12-Weekday-11,19684060-JAN12-MINJAN12-Weekday-11,"Baseline",2565880
111-125,JAN12-MINJAN12-Weekday-11,19684061-JAN12-MINJAN12-Weekday-11,"Baseline",2565753
111-125,JAN12-MINJAN12-Weekday-11,19684062-JAN12-MINJAN12-Weekday-11,"Baseline",2568424
111-125,JAN12-MINJAN12-Weekday-11,19684063-JAN12-MINJAN12-Weekday-11,"Baseline",2565880
111-125,JAN12-MINJAN12-Weekday-11,19684064-JAN12-MINJAN12-Weekday-11,"Baseline",2565609
111-125,JAN12-MINJAN12-Weekday-11,19684065-JAN12-MINJAN12-Weekday-11,"Baseline",2568419
111-125,JAN12-MINJAN12-Weekday-11,19684066-JAN12-MINJAN12-Weekday-11,"Baseline",2565926
111-125,JAN12-MINJAN12-Weekday-11,19684067-JAN12-MINJAN12-Weekday-11,"Baseline",2565695
111-125,JAN12-MINJAN12-Weekday-11,19684068-JAN12-MINJAN12-Weekday-11,"Baseline",2566053
111-125,JAN12-MINJAN12-Weekday-11,19684069-JAN12-MINJAN12-Weekday-11,"Baseline",2565753
111-125,JAN12-MINJAN12-Weekday-11,19684070-JAN12-MINJAN12-Weekday-11,"Baseline",2565609
111-125,JAN12-MINJAN12-Weekday-11,19684071-JAN12-MINJAN12-Weekday-11,"Baseline",2566154
111-125,JAN12-MINJAN12-Weekday-11,19684072-JAN12-MINJAN12-Weekday-11,"Baseline",2566002
111-125,JAN12-MINJAN12-Weekday-11,19684073-JAN12-MINJAN12-Weekday-11,"Baseline",2566002
111-125,JAN12-MINJAN12-Weekday-11,19684074-JAN12-MINJAN12-Weekday-11,"Baseline",2565609
111-125,JAN12-MINJAN12-Weekday-11,19684075-JAN12-MINJAN12-Weekday-11,"Baseline",2565676
111-125,JAN12-MINJAN12-Weekday-11,19684076-JAN12-MINJAN12-Weekday-11,"Baseline",2566449
111-125,JAN12-MINJAN12-Weekday-11,19684077-JAN12-MINJAN12-Weekday-11,"Baseline",2566053
111-125,JAN12-MINJAN12-Weekday-11,19684078-JAN12-MINJAN12-Weekday-11,"Baseline",2567961
111-125,JAN12-MINJAN12-Weekday-11,19684079-JAN12-MINJAN12-Weekday-11,"Baseline",2566087
111-125,JAN12-MINJAN12-Weekday-11,19684080-JAN12-MINJAN12-Weekday-11,"Baseline",2566449
111-125,JAN12-MINJAN12-Weekday-11,19684081-JAN12-MINJAN12-Weekday-11,"Baseline",2566087
111-125,JAN12-MINJAN12-Weekday-11,19684082-JAN12-MINJAN12-Weekday-11,"Baseline",2566154
111-125,JAN12-MINJAN12-Weekday-11,19684083-JAN12-MINJAN12-Weekday-11,"Baseline",2565531
111-125,JAN12-MINJAN12-Weekday-11,19684084-JAN12-MINJAN12-Weekday-11,"Baseline",2566242
111-125,JAN12-MINJAN12-Weekday-11,19684085-JAN12-MINJAN12-Weekday-11,"Baseline",2567999
111-125,JAN12-MINJAN12-Weekday-11,19684086-JAN12-MINJAN12-Weekday-11,"Baseline",2563582
111-125,JAN12-MINJAN12-Weekday-11,19684087-JAN12-MINJAN12-Weekday-11,"Baseline",2566018
111-125,JAN12-MINJAN12-Weekday-11,19684088-JAN12-MINJAN12-Weekday-11,"Baseline",2566154
111-125,JAN12-MINJAN12-Weekday-11,19684089-JAN12-MINJAN12-Weekday-11,"Baseline",2565880
111-125,JAN12-MINJAN12-Weekday-11,19684090-JAN12-MINJAN12-Weekday-11,"Baseline",2566215
111-125,JAN12-MINJAN12-Weekday-11,19684091-JAN12-MINJAN12-Weekday-11,"Baseline",2565854
111-125,JAN12-MINJAN12-Weekday-11,19684092-JAN12-MINJAN12-Weekday-11,"Baseline",2566002
111-125,JAN12-MINJAN12-Weekday-11,19684093-JAN12-MINJAN12-Weekday-11,"Baseline",2568424
111-125,JAN12-MINJAN12-Weekday-11,19684094-JAN12-MINJAN12-Weekday-11,"Baseline",2567999
111-125,JAN12-MINJAN12-Weekday-11,19684095-JAN12-MINJAN12-Weekday-11,"Baseline",2566449
111-125,JAN12-MINJAN12-Weekday-11,19684096-JAN12-MINJAN12-Weekday-11,"Baseline",2565617
111-125,JAN12-MINJAN12-Weekday-11,19684097-JAN12-MINJAN12-Weekday-11,"Baseline",2565687
111-125,JAN12-MINJAN12-Weekday-11,19684098-JAN12-MINJAN12-Weekday-11,"Baseline",2565609
111-125,JAN12-MINJAN12-Weekday-11,19684099-JAN12-MINJAN12-Weekday-11,"Baseline",2565880
111-125,JAN12-MINJAN12-Weekday-11,19684100-JAN12-MINJAN12-Weekday-11,"Baseline",2566449
111-125,JAN12-MINJAN12-Weekday-11,19684101-JAN12-MINJAN12-Weekday-11,"Baseline",2566053
111-125,JAN12-MINJAN12-Weekday-11,19684102-JAN12-MINJAN12-Weekday-11,"Baseline",2565569
111-125,JAN12-MINJAN12-Weekday-11,19684103-JAN12-MINJAN12-Weekday-11,"Baseline",2565526
111-125,JAN12-MINJAN12-Weekday-11,19684104-JAN12-MINJAN12-Weekday-11,"Baseline",2565529
111-125,JAN12-MINJAN12-Weekday-11,19684105-JAN12-MINJAN12-Weekday-11,"Baseline",2567966
111-125,JAN12-MINJAN12-Weekday-11,19684106-JAN12-MINJAN12-Weekday-11,"Baseline",2566526
111-125,JAN12-MINJAN12-Weekday-11,19684107-JAN12-MINJAN12-Weekday-11,"Baseline",2568419
111-125,JAN12-MINJAN12-Weekday-11,19684108-JAN12-MINJAN12-Weekday-11,"Baseline",2563582
111-125,JAN12-MINJAN12-Weekday-11,19684109-JAN12-MINJAN12-Weekday-11,"Baseline",2566154
111-125,JAN12-MINJAN12-Weekday-11,19684110-JAN12-MINJAN12-Weekday-11,"Baseline",2565534
111-125,JAN12-MINJAN12-Weekday-11,19684111-JAN12-MINJAN12-Weekday-11,"Baseline",2566229
111-125,JAN12-MINJAN12-Weekday-11,19684112-JAN12-MINJAN12-Weekday-11,"Baseline",2566193
111-125,JAN12-MINJAN12-Weekday-11,19684113-JAN12-MINJAN12-Weekday-11,"Baseline",2565729
111-125,JAN12-MINJAN12-Weekday-11,19684114-JAN12-MINJAN12-Weekday-11,"Baseline",2566103
111-125,JAN12-MINJAN12-Weekday-11,19684115-JAN12-MINJAN12-Weekday-11,"Baseline",2566021
111-125,JAN12-MINJAN12-Weekday-11,19684116-JAN12-MINJAN12-Weekday-11,"Baseline",2565994
111-125,JAN12-MINJAN12-Weekday-11,19684117-JAN12-MINJAN12-Weekday-11,"Baseline",2566154
111-125,JAN12-MINJAN12-Weekday-11,19684118-JAN12-MINJAN12-Weekday-11,"Baseline",2566103
111-125,JAN12-MINJAN12-Weekday-11,19684119-JAN12-MINJAN12-Weekday-11,"Baseline",2565801
111-125,JAN12-MINJAN12-Weekday-11,19684120-JAN12-MINJAN12-Weekday-11,"Baseline",2566410
111-125,JAN12-MINJAN12-Weekday-11,19684121-JAN12-MINJAN12-Weekday-11,"Baseline",2566199
111-125,JAN12-MINJAN12-Weekday-11,19684122-JAN12-MINJAN12-Weekday-11,"Baseline",2565784
111-125,JAN12-MINJAN12-Weekday-11,19684123-JAN12-MINJAN12-Weekday-11,"Baseline",2565580
111-125,JAN12-MINJAN12-Weekday-11,19684124-JAN12-MINJAN12-Weekday-11,"Baseline",2567950
111-125,JAN12-MINJAN12-Weekday-11,19684125-JAN12-MINJAN12-Weekday-11,"Baseline",2566117
111-125,JAN12-MINJAN12-Weekday-11,19684126-JAN12-MINJAN12-Weekday-11,"Baseline",2565854
111-125,JAN12-MINJAN12-Weekday-11,19684127-JAN12-MINJAN12-Weekday-11,"Baseline",2567961
111-125,JAN12-MINJAN12-Weekday-11,19684128-JAN12-MINJAN12-Weekday-11,"Baseline",2565676
111-125,JAN12-MINJAN12-Weekday-11,19684129-JAN12-MINJAN12-Weekday-11,"Baseline",2563582
111-125,JAN12-MINJAN12-Weekday-11,19684130-JAN12-MINJAN12-Weekday-11,"Baseline",2566173
111-125,JAN12-MINJAN12-Weekday-11,19684131-JAN12-MINJAN12-Weekday-11,"Baseline",2563582
111-125,JAN12-MINJAN12-Weekday-11,19684132-JAN12-MINJAN12-Weekday-11,"Baseline",2566173
111-125,JAN12-MINJAN12-Weekday-11,19684133-JAN12-MINJAN12-Weekday-11,"Baseline",2567950
111-125,JAN12-MINJAN12-Weekday-11,19684134-JAN12-MINJAN12-Weekday-11,"Baseline",2567961
111-125,JAN12-MINJAN12-Weekday-11,19684135-JAN12-MINJAN12-Weekday-11,"Baseline",2565676
111-125,JAN12-MINJAN12-Weekday-11,19684136-JAN12-MINJAN12-Weekday-11,"Baseline",2568424
111-125,JAN12-MINJAN12-Weekday-11,19684137-JAN12-MINJAN12-Weekday-11,"Baseline",2567999
111-125,JAN12-MINJAN12-Weekday-11,19684138-JAN12-MINJAN12-Weekday-11,"Baseline",2567961
140-125,JAN12-MINJAN12-Weekday-11,19684139-JAN12-MINJAN12-Weekday-11,"McCarthy",2566104
144-125,JAN12-MINJAN12-Weekday-11,19684140-JAN12-MINJAN12-Weekday-11,"South Keys",2566353
144-125,JAN12-MINJAN12-Weekday-11,19684141-JAN12-MINJAN12-Weekday-11,"South Keys",2566411
144-125,JAN12-MINJAN12-Weekday-11,19684142-JAN12-MINJAN12-Weekday-11,"South Keys",2566239
144-125,JAN12-MINJAN12-Weekday-11,19684143-JAN12-MINJAN12-Weekday-11,"Leitrim",2565633
144-125,JAN12-MINJAN12-Weekday-11,19684144-JAN12-MINJAN12-Weekday-11,"Leitrim",2568467
144-125,JAN12-MINJAN12-Weekday-11,19684145-JAN12-MINJAN12-Weekday-11,"Leitrim",2568456
144-125,JAN12-MINJAN12-Weekday-11,19684146-JAN12-MINJAN12-Weekday-11,"Leitrim",2565931
144-125,JAN12-MINJAN12-Weekday-11,19684147-JAN12-MINJAN12-Weekday-11,"South Keys",2565584
144-125,JAN12-MINJAN12-Weekday-11,19684148-JAN12-MINJAN12-Weekday-11,"South Keys",2566403
144-125,JAN12-MINJAN12-Weekday-11,19684149-JAN12-MINJAN12-Weekday-11,"Leitrim",2568468
144-125,JAN12-MINJAN12-Weekday-11,19684150-JAN12-MINJAN12-Weekday-11,"Leitrim",2565726
150-125,JAN12-MINJAN12-Weekday-11,19684151-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684152-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565751
150-125,JAN12-MINJAN12-Weekday-11,19684153-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565681
150-125,JAN12-MINJAN12-Weekday-11,19684154-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2566605
150-125,JAN12-MINJAN12-Weekday-11,19684155-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565681
150-125,JAN12-MINJAN12-Weekday-11,19684156-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2566605
150-125,JAN12-MINJAN12-Weekday-11,19684157-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565608
150-125,JAN12-MINJAN12-Weekday-11,19684158-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684159-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2568434
150-125,JAN12-MINJAN12-Weekday-11,19684160-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684161-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2563595
150-125,JAN12-MINJAN12-Weekday-11,19684162-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565608
150-125,JAN12-MINJAN12-Weekday-11,19684163-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684164-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2568434
150-125,JAN12-MINJAN12-Weekday-11,19684165-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684166-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2563595
150-125,JAN12-MINJAN12-Weekday-11,19684167-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565608
150-125,JAN12-MINJAN12-Weekday-11,19684168-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684169-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565781
150-125,JAN12-MINJAN12-Weekday-11,19684170-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684171-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565838
150-125,JAN12-MINJAN12-Weekday-11,19684172-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2566077
150-125,JAN12-MINJAN12-Weekday-11,19684173-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684174-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565781
150-125,JAN12-MINJAN12-Weekday-11,19684175-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684176-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565838
150-125,JAN12-MINJAN12-Weekday-11,19684177-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2566077
150-125,JAN12-MINJAN12-Weekday-11,19684178-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684179-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565781
150-125,JAN12-MINJAN12-Weekday-11,19684180-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565917
150-125,JAN12-MINJAN12-Weekday-11,19684181-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684182-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565751
150-125,JAN12-MINJAN12-Weekday-11,19684183-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565681
150-125,JAN12-MINJAN12-Weekday-11,19684184-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2566605
150-125,JAN12-MINJAN12-Weekday-11,19684185-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565681
150-125,JAN12-MINJAN12-Weekday-11,19684186-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684187-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2568434
150-125,JAN12-MINJAN12-Weekday-11,19684188-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684189-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2563595
150-125,JAN12-MINJAN12-Weekday-11,19684190-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565608
150-125,JAN12-MINJAN12-Weekday-11,19684191-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684192-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2568434
150-125,JAN12-MINJAN12-Weekday-11,19684193-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684194-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2563595
150-125,JAN12-MINJAN12-Weekday-11,19684195-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565608
150-125,JAN12-MINJAN12-Weekday-11,19684196-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684197-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565781
150-125,JAN12-MINJAN12-Weekday-11,19684198-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684199-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2563595
150-125,JAN12-MINJAN12-Weekday-11,19684200-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2566077
150-125,JAN12-MINJAN12-Weekday-11,19684201-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684202-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565781
150-125,JAN12-MINJAN12-Weekday-11,19684203-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684204-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565838
150-125,JAN12-MINJAN12-Weekday-11,19684205-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2566077
150-125,JAN12-MINJAN12-Weekday-11,19684206-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684207-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565781
150-125,JAN12-MINJAN12-Weekday-11,19684208-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684209-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565838
150-125,JAN12-MINJAN12-Weekday-11,19684210-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684211-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684212-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565667
150-125,JAN12-MINJAN12-Weekday-11,19684213-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2566151
150-125,JAN12-MINJAN12-Weekday-11,19684214-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565917
150-125,JAN12-MINJAN12-Weekday-11,19684215-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565661
150-125,JAN12-MINJAN12-Weekday-11,19684216-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565957
150-125,JAN12-MINJAN12-Weekday-11,19684217-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565574
150-125,JAN12-MINJAN12-Weekday-11,19684218-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2566075
150-125,JAN12-MINJAN12-Weekday-11,19684219-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565696
150-125,JAN12-MINJAN12-Weekday-11,19684220-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2566272
150-125,JAN12-MINJAN12-Weekday-11,19684221-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565609
150-125,JAN12-MINJAN12-Weekday-11,19684222-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2566449
150-125,JAN12-MINJAN12-Weekday-11,19684223-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2565831
150-125,JAN12-MINJAN12-Weekday-11,19684224-JAN12-MINJAN12-Weekday-11,"Lincoln Fields",2566083
151-125,JAN12-MINJAN12-Weekday-11,19684225-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2563595
151-125,JAN12-MINJAN12-Weekday-11,19684226-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2566105
151-125,JAN12-MINJAN12-Weekday-11,19684227-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2563585
151-125,JAN12-MINJAN12-Weekday-11,19684228-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2566513
151-125,JAN12-MINJAN12-Weekday-11,19684229-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2566151
151-125,JAN12-MINJAN12-Weekday-11,19684230-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565608
151-125,JAN12-MINJAN12-Weekday-11,19684231-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565661
151-125,JAN12-MINJAN12-Weekday-11,19684232-JAN12-MINJAN12-Weekday-11,"Tunney's Pasture",2565754
151-125,JAN12-MINJAN12-Weekday-11,19684233-JAN12-MINJAN12-Weekday-11,"Clyde",2566236
151-125,JAN12-MINJAN12-Weekday-11,19684234-JAN12-MINJAN12-Weekday-11,"Clyde",2565946
151-125,JAN12-MINJAN12-Weekday-11,19684235-JAN12-MINJAN12-Weekday-11,"Clyde",2567960
151-125,JAN12-MINJAN12-Weekday-11,19684236-JAN12-MINJAN12-Weekday-11,"Clyde",2565696
151-125,JAN12-MINJAN12-Weekday-11,19684237-JAN12-MINJAN12-Weekday-11,"Clyde",2566272
151-125,JAN12-MINJAN12-Weekday-11,19684238-JAN12-MINJAN12-Weekday-11,"Clyde",2565609
151-125,JAN12-MINJAN12-Weekday-11,19684239-JAN12-MINJAN12-Weekday-11,"Clyde",2566449
151-125,JAN12-MINJAN12-Weekday-11,19684240-JAN12-MINJAN12-Weekday-11,"Clyde",2565831
151-125,JAN12-MINJAN12-Weekday-11,19684241-JAN12-MINJAN12-Weekday-11,"Clyde",2566083
151-125,JAN12-MINJAN12-Weekday-11,19684242-JAN12-MINJAN12-Weekday-11,"Clyde",2563595
151-125,JAN12-MINJAN12-Weekday-11,19684243-JAN12-MINJAN12-Weekday-11,"Clyde",2565730
